"ID";"GebruikVanGeweld";"SoortDiefstal";"RegioS";"Perioden";"TotaalGeregistreerdeDiefstallen_1";"GeregistreerdeDiefstallenPer1000Inw_3"
"320495";"A048106";"CRI1121";"LD03  ";"2016JJ00";"  266220";"    33.0"
"320496";"A048106";"CRI1121";"LD03  ";"2017JJ00";"  234405";"    28.8"
"320497";"A048106";"CRI1121";"LD03  ";"2018JJ00";"  206140";"    25.2"
"320498";"A048106";"CRI1121";"LD03  ";"2019JJ00";"  203135";"    24.6"
"320499";"A048106";"CRI1121";"LD03  ";"2020JJ00";"  179400";"    21.5"
"320503";"A048106";"CRI1121";"LD04  ";"2011JJ00";"  148445";"    41.5"
"320504";"A048106";"CRI1121";"LD04  ";"2012JJ00";"  145875";"    40.7"
"320505";"A048106";"CRI1121";"LD04  ";"2013JJ00";"  142495";"    39.7"
"320506";"A048106";"CRI1121";"LD04  ";"2014JJ00";"  133050";"    37.0"
"320507";"A048106";"CRI1121";"LD04  ";"2015JJ00";"  121190";"    33.6"
"320508";"A048106";"CRI1121";"LD04  ";"2016JJ00";"  104850";"    29.0"
"320509";"A048106";"CRI1121";"LD04  ";"2017JJ00";"   89050";"    24.5"
"320510";"A048106";"CRI1121";"LD04  ";"2018JJ00";"   78875";"    21.6"
"320511";"A048106";"CRI1121";"LD04  ";"2019JJ00";"   75910";"    20.7"
"320512";"A048106";"CRI1121";"LD04  ";"2020JJ00";"   67400";"    18.3"
"320516";"A048106";"CRI1121";"LD99  ";"2011JJ00";"     780";""
"320517";"A048106";"CRI1121";"LD99  ";"2012JJ00";"     615";""
"320518";"A048106";"CRI1121";"LD99  ";"2013JJ00";"     575";""
"320519";"A048106";"CRI1121";"LD99  ";"2014JJ00";"     650";""
"320520";"A048106";"CRI1121";"LD99  ";"2015JJ00";"     440";""
"320521";"A048106";"CRI1121";"LD99  ";"2016JJ00";"     410";""
"320522";"A048106";"CRI1121";"LD99  ";"2017JJ00";"     700";""
"320523";"A048106";"CRI1121";"LD99  ";"2018JJ00";"     740";""
"320524";"A048106";"CRI1121";"LD99  ";"2019JJ00";"     940";""
"320525";"A048106";"CRI1121";"LD99  ";"2020JJ00";"     265";""
"320529";"A048106";"CRI1121";"PV20  ";"2011JJ00";"   18990";"    32.8"
"320530";"A048106";"CRI1121";"PV20  ";"2012JJ00";"   18785";"    32.3"
"320531";"A048106";"CRI1121";"PV20  ";"2013JJ00";"   19525";"    33.6"
"320532";"A048106";"CRI1121";"PV20  ";"2014JJ00";"   16870";"    29.0"
"320533";"A048106";"CRI1121";"PV20  ";"2015JJ00";"   16330";"    28.0"
"320534";"A048106";"CRI1121";"PV20  ";"2016JJ00";"   15685";"    26.9"
"320535";"A048106";"CRI1121";"PV20  ";"2017JJ00";"   11410";"    19.6"
"320536";"A048106";"CRI1121";"PV20  ";"2018JJ00";"   10715";"    18.4"
"320537";"A048106";"CRI1121";"PV20  ";"2019JJ00";"   10370";"    17.8"
"320538";"A048106";"CRI1121";"PV20  ";"2020JJ00";"    8340";"    14.2"
"320542";"A048106";"CRI1121";"PV21  ";"2011JJ00";"   14435";"    22.3"
"320543";"A048106";"CRI1121";"PV21  ";"2012JJ00";"   13960";"    21.6"
"320544";"A048106";"CRI1121";"PV21  ";"2013JJ00";"   14375";"    22.2"
"320545";"A048106";"CRI1121";"PV21  ";"2014JJ00";"   14160";"    21.9"
"320546";"A048106";"CRI1121";"PV21  ";"2015JJ00";"   12905";"    20.0"
"320547";"A048106";"CRI1121";"PV21  ";"2016JJ00";"   11140";"    17.2"
"320548";"A048106";"CRI1121";"PV21  ";"2017JJ00";"    8455";"    13.1"
"320549";"A048106";"CRI1121";"PV21  ";"2018JJ00";"    8445";"    13.0"
"320550";"A048106";"CRI1121";"PV21  ";"2019JJ00";"    7875";"    12.2"
"320551";"A048106";"CRI1121";"PV21  ";"2020JJ00";"    6595";"    10.1"
"320555";"A048106";"CRI1121";"PV22  ";"2011JJ00";"   13430";"    27.3"
"320556";"A048106";"CRI1121";"PV22  ";"2012JJ00";"   12790";"    26.1"
"320557";"A048106";"CRI1121";"PV22  ";"2013JJ00";"   12305";"    25.1"
"320558";"A048106";"CRI1121";"PV22  ";"2014JJ00";"   10965";"    22.4"
"320559";"A048106";"CRI1121";"PV22  ";"2015JJ00";"    9925";"    20.3"
"320560";"A048106";"CRI1121";"PV22  ";"2016JJ00";"    8920";"    18.3"
"320561";"A048106";"CRI1121";"PV22  ";"2017JJ00";"    7340";"    14.9"
"320562";"A048106";"CRI1121";"PV22  ";"2018JJ00";"    6325";"    12.9"
"320563";"A048106";"CRI1121";"PV22  ";"2019JJ00";"    6775";"    13.8"
"320564";"A048106";"CRI1121";"PV22  ";"2020JJ00";"    6200";"    12.6"
"320568";"A048106";"CRI1121";"PV23  ";"2011JJ00";"   33945";"    29.9"
"320569";"A048106";"CRI1121";"PV23  ";"2012JJ00";"   33735";"    29.7"
"320570";"A048106";"CRI1121";"PV23  ";"2013JJ00";"   35060";"    30.8"
"320571";"A048106";"CRI1121";"PV23  ";"2014JJ00";"   30095";"    26.4"
"320572";"A048106";"CRI1121";"PV23  ";"2015JJ00";"   26855";"    23.5"
"320573";"A048106";"CRI1121";"PV23  ";"2016JJ00";"   24665";"    21.6"
"320574";"A048106";"CRI1121";"PV23  ";"2017JJ00";"   20525";"    17.9"
"320575";"A048106";"CRI1121";"PV23  ";"2018JJ00";"   18530";"    16.1"
"320576";"A048106";"CRI1121";"PV23  ";"2019JJ00";"   17505";"    15.1"
"320577";"A048106";"CRI1121";"PV23  ";"2020JJ00";"   15855";"    13.6"
"320581";"A048106";"CRI1121";"PV24  ";"2011JJ00";"   13345";"    34.0"
"320582";"A048106";"CRI1121";"PV24  ";"2012JJ00";"   13680";"    34.6"
"320583";"A048106";"CRI1121";"PV24  ";"2013JJ00";"   14675";"    36.8"
"320584";"A048106";"CRI1121";"PV24  ";"2014JJ00";"   11925";"    29.8"
"320585";"A048106";"CRI1121";"PV24  ";"2015JJ00";"   10665";"    26.5"
"320586";"A048106";"CRI1121";"PV24  ";"2016JJ00";"    9610";"    23.8"
"320587";"A048106";"CRI1121";"PV24  ";"2017JJ00";"    8395";"    20.6"
"320588";"A048106";"CRI1121";"PV24  ";"2018JJ00";"    7825";"    19.0"
"320589";"A048106";"CRI1121";"PV24  ";"2019JJ00";"    7945";"    19.1"
"320590";"A048106";"CRI1121";"PV24  ";"2020JJ00";"    6655";"    15.7"
"320594";"A048106";"CRI1121";"PV25  ";"2011JJ00";"   71450";"    35.6"
"320595";"A048106";"CRI1121";"PV25  ";"2012JJ00";"   69015";"    34.3"
"320596";"A048106";"CRI1121";"PV25  ";"2013JJ00";"   67120";"    33.3"
"320597";"A048106";"CRI1121";"PV25  ";"2014JJ00";"   58600";"    29.0"
"320598";"A048106";"CRI1121";"PV25  ";"2015JJ00";"   51320";"    25.3"
"320599";"A048106";"CRI1121";"PV25  ";"2016JJ00";"   47800";"    23.5"
"320600";"A048106";"CRI1121";"PV25  ";"2017JJ00";"   39875";"    19.5"
"320601";"A048106";"CRI1121";"PV25  ";"2018JJ00";"   34945";"    17.0"
"320602";"A048106";"CRI1121";"PV25  ";"2019JJ00";"   35740";"    17.2"
"320603";"A048106";"CRI1121";"PV25  ";"2020JJ00";"   32085";"    15.4"
"320607";"A048106";"CRI1121";"PV26  ";"2011JJ00";"   51825";"    42.2"
"320608";"A048106";"CRI1121";"PV26  ";"2012JJ00";"   49635";"    40.1"
"320609";"A048106";"CRI1121";"PV26  ";"2013JJ00";"   49015";"    39.4"
"320610";"A048106";"CRI1121";"PV26  ";"2014JJ00";"   45965";"    36.7"
"320611";"A048106";"CRI1121";"PV26  ";"2015JJ00";"   44020";"    34.8"
"320612";"A048106";"CRI1121";"PV26  ";"2016JJ00";"   41975";"    33.0"
"320613";"A048106";"CRI1121";"PV26  ";"2017JJ00";"   38415";"    29.9"
"320614";"A048106";"CRI1121";"PV26  ";"2018JJ00";"   34490";"    26.6"
"320615";"A048106";"CRI1121";"PV26  ";"2019JJ00";"   33265";"    24.8"
"320616";"A048106";"CRI1121";"PV26  ";"2020JJ00";"   30145";"    22.2"
"320620";"A048106";"CRI1121";"PV27  ";"2011JJ00";"  136285";"    50.6"
"320621";"A048106";"CRI1121";"PV27  ";"2012JJ00";"  132675";"    49.0"
"320622";"A048106";"CRI1121";"PV27  ";"2013JJ00";"  137250";"    50.4"
"320623";"A048106";"CRI1121";"PV27  ";"2014JJ00";"  125085";"    45.6"
"320624";"A048106";"CRI1121";"PV27  ";"2015JJ00";"  119890";"    43.4"
"320625";"A048106";"CRI1121";"PV27  ";"2016JJ00";"  106480";"    38.2"
"320626";"A048106";"CRI1121";"PV27  ";"2017JJ00";"   94060";"    33.5"
"320627";"A048106";"CRI1121";"PV27  ";"2018JJ00";"   85650";"    30.3"
"320628";"A048106";"CRI1121";"PV27  ";"2019JJ00";"   84075";"    29.5"
"320629";"A048106";"CRI1121";"PV27  ";"2020JJ00";"   68885";"    23.9"
"320633";"A048106";"CRI1121";"PV28  ";"2011JJ00";"  148990";"    42.2"
"320634";"A048106";"CRI1121";"PV28  ";"2012JJ00";"  141115";"    39.7"
"320635";"A048106";"CRI1121";"PV28  ";"2013JJ00";"  135880";"    38.1"
"320636";"A048106";"CRI1121";"PV28  ";"2014JJ00";"  126875";"    35.5"
"320637";"A048106";"CRI1121";"PV28  ";"2015JJ00";"  118580";"    32.9"
"320638";"A048106";"CRI1121";"PV28  ";"2016JJ00";"  111205";"    30.7"
"320639";"A048106";"CRI1121";"PV28  ";"2017JJ00";"   96865";"    26.5"
"320640";"A048106";"CRI1121";"PV28  ";"2018JJ00";"   81685";"    22.2"
"320641";"A048106";"CRI1121";"PV28  ";"2019JJ00";"   81385";"    22.2"
"320642";"A048106";"CRI1121";"PV28  ";"2020JJ00";"   76200";"    20.5"
"320646";"A048106";"CRI1121";"PV29  ";"2011JJ00";"   10460";"    27.4"
"320647";"A048106";"CRI1121";"PV29  ";"2012JJ00";"    9625";"    25.2"
"320648";"A048106";"CRI1121";"PV29  ";"2013JJ00";"    9020";"    23.7"
"320649";"A048106";"CRI1121";"PV29  ";"2014JJ00";"    7895";"    20.7"
"320650";"A048106";"CRI1121";"PV29  ";"2015JJ00";"    7255";"    19.1"
"320651";"A048106";"CRI1121";"PV29  ";"2016JJ00";"    6565";"    17.2"
"320652";"A048106";"CRI1121";"PV29  ";"2017JJ00";"    5070";"    13.3"
"320653";"A048106";"CRI1121";"PV29  ";"2018JJ00";"    4315";"    11.3"
"320654";"A048106";"CRI1121";"PV29  ";"2019JJ00";"    4415";"    11.5"
"320655";"A048106";"CRI1121";"PV29  ";"2020JJ00";"    4165";"    10.9"
"320659";"A048106";"CRI1121";"PV30  ";"2011JJ00";"   98310";"    40.1"
"320660";"A048106";"CRI1121";"PV30  ";"2012JJ00";"   98180";"    39.9"
"320661";"A048106";"CRI1121";"PV30  ";"2013JJ00";"   97505";"    39.5"
"320662";"A048106";"CRI1121";"PV30  ";"2014JJ00";"   89065";"    35.9"
"320663";"A048106";"CRI1121";"PV30  ";"2015JJ00";"   81220";"    32.6"
"320664";"A048106";"CRI1121";"PV30  ";"2016JJ00";"   70220";"    28.1"
"320665";"A048106";"CRI1121";"PV30  ";"2017JJ00";"   58965";"    23.5"
"320666";"A048106";"CRI1121";"PV30  ";"2018JJ00";"   52885";"    20.9"
"320667";"A048106";"CRI1121";"PV30  ";"2019JJ00";"   51275";"    20.1"
"320668";"A048106";"CRI1121";"PV30  ";"2020JJ00";"   47215";"    18.4"
"320672";"A048106";"CRI1121";"PV31  ";"2011JJ00";"   50135";"    44.7"
"320673";"A048106";"CRI1121";"PV31  ";"2012JJ00";"   47690";"    42.5"
"320674";"A048106";"CRI1121";"PV31  ";"2013JJ00";"   44995";"    40.1"
"320675";"A048106";"CRI1121";"PV31  ";"2014JJ00";"   43985";"    39.3"
"320676";"A048106";"CRI1121";"PV31  ";"2015JJ00";"   39965";"    35.8"
"320677";"A048106";"CRI1121";"PV31  ";"2016JJ00";"   34630";"    31.0"
"320678";"A048106";"CRI1121";"PV31  ";"2017JJ00";"   30085";"    26.9"
"320679";"A048106";"CRI1121";"PV31  ";"2018JJ00";"   25990";"    23.3"
"320680";"A048106";"CRI1121";"PV31  ";"2019JJ00";"   24635";"    22.1"
"320681";"A048106";"CRI1121";"PV31  ";"2020JJ00";"   20185";"    18.1"
"320685";"A048106";"CRI1121";"PV99  ";"2011JJ00";"     780";""
"320686";"A048106";"CRI1121";"PV99  ";"2012JJ00";"     615";""
"320687";"A048106";"CRI1121";"PV99  ";"2013JJ00";"     575";""
"320688";"A048106";"CRI1121";"PV99  ";"2014JJ00";"     650";""
"320689";"A048106";"CRI1121";"PV99  ";"2015JJ00";"     440";""
"320690";"A048106";"CRI1121";"PV99  ";"2016JJ00";"     410";""
"320691";"A048106";"CRI1121";"PV99  ";"2017JJ00";"     700";""
"320692";"A048106";"CRI1121";"PV99  ";"2018JJ00";"     740";""
"320693";"A048106";"CRI1121";"PV99  ";"2019JJ00";"     940";""
"320694";"A048106";"CRI1121";"PV99  ";"2020JJ00";"     265";""
