"ID";"Populatie";"KenmerkenVanHuishoudens";"RegioS";"Perioden";"ParticuliereHuishoudens_1";"GemiddeldGestandaardiseerdInkomen_3";"MediaanGestandaardiseerdInkomen_4"
"19399";"1050010";"1050055";"PV30  ";"2017JJ00";"   637.3";"    34.0";"    30.4"
"19400";"1050010";"1050055";"PV30  ";"2018JJ00";"   639.9";"    34.2";"    30.8"
"19401";"1050010";"1050055";"PV30  ";"2019JJ00";"   642.4";"    37.0";"    32.4"
"19402";"1050010";"1050055";"PV30  ";"2020JJ00";"   646.1";"    37.3";"    33.7"
"19404";"1050010";"1050055";"PV31  ";"2011JJ00";"   292.8";"    27.5";"    25.0"
"19405";"1050010";"1050055";"PV31  ";"2012JJ00";"   291.9";"    27.8";"    25.3"
"19406";"1050010";"1050055";"PV31  ";"2013JJ00";"   290.6";"    28.1";"    25.6"
"19407";"1050010";"1050055";"PV31  ";"2014JJ00";"   289.9";"    29.5";"    26.4"
"19408";"1050010";"1050055";"PV31  ";"2015JJ00";"   288.3";"    29.4";"    27.0"
"19409";"1050010";"1050055";"PV31  ";"2016JJ00";"   286.8";"    30.7";"    28.1"
"19410";"1050010";"1050055";"PV31  ";"2017JJ00";"   286.0";"    31.8";"    28.8"
"19411";"1050010";"1050055";"PV31  ";"2018JJ00";"   285.5";"    31.9";"    29.1"
"19412";"1050010";"1050055";"PV31  ";"2019JJ00";"   284.5";"    34.2";"    30.6"
"19413";"1050010";"1050055";"PV31  ";"2020JJ00";"   284.2";"    34.7";"    31.8"
"24035";"1050010";"1017780";"NL01  ";"2011JJ00";"  2108.5";"    29.8";"    26.3"
"24036";"1050010";"1017780";"NL01  ";"2012JJ00";"  2113.9";"    30.1";"    26.5"
"24037";"1050010";"1017780";"NL01  ";"2013JJ00";"  2125.1";"    30.2";"    26.6"
"24038";"1050010";"1017780";"NL01  ";"2014JJ00";"  2139.4";"    32.0";"    27.4"
"24039";"1050010";"1017780";"NL01  ";"2015JJ00";"  2147.9";"    31.4";"    27.9"
"24040";"1050010";"1017780";"NL01  ";"2016JJ00";"  2159.3";"    32.6";"    28.9"
"24041";"1050010";"1017780";"NL01  ";"2017JJ00";"  2171.1";"    33.8";"    29.6"
"24042";"1050010";"1017780";"NL01  ";"2018JJ00";"  2191.0";"    33.6";"    29.7"
"24043";"1050010";"1017780";"NL01  ";"2019JJ00";"  2207.7";"    36.3";"    31.3"
"24044";"1050010";"1017780";"NL01  ";"2020JJ00";"  2227.5";"    36.4";"    32.4"
"24046";"1050010";"1017780";"LD01  ";"2011JJ00";"   235.3";"    27.2";"    24.3"
"24047";"1050010";"1017780";"LD01  ";"2012JJ00";"   235.1";"    27.4";"    24.6"
"24048";"1050010";"1017780";"LD01  ";"2013JJ00";"   235.4";"    27.6";"    24.7"
"24049";"1050010";"1017780";"LD01  ";"2014JJ00";"   235.9";"    28.9";"    25.4"
"24050";"1050010";"1017780";"LD01  ";"2015JJ00";"   236.1";"    28.7";"    25.8"
"24051";"1050010";"1017780";"LD01  ";"2016JJ00";"   236.7";"    29.7";"    26.7"
"24052";"1050010";"1017780";"LD01  ";"2017JJ00";"   237.1";"    30.6";"    27.3"
"24053";"1050010";"1017780";"LD01  ";"2018JJ00";"   238.3";"    30.4";"    27.4"
"24054";"1050010";"1017780";"LD01  ";"2019JJ00";"   239.4";"    32.3";"    28.7"
"24055";"1050010";"1017780";"LD01  ";"2020JJ00";"   240.7";"    32.9";"    29.8"
"24057";"1050010";"1017780";"LD02  ";"2011JJ00";"   438.6";"    28.9";"    25.8"
"24058";"1050010";"1017780";"LD02  ";"2012JJ00";"   440.7";"    29.1";"    26.0"
"24059";"1050010";"1017780";"LD02  ";"2013JJ00";"   444.2";"    29.2";"    26.1"
"24060";"1050010";"1017780";"LD02  ";"2014JJ00";"   447.1";"    31.0";"    26.9"
"24061";"1050010";"1017780";"LD02  ";"2015JJ00";"   450.0";"    30.3";"    27.4"
"24062";"1050010";"1017780";"LD02  ";"2016JJ00";"   452.6";"    31.5";"    28.3"
"24063";"1050010";"1017780";"LD02  ";"2017JJ00";"   456.0";"    32.6";"    29.0"
"24064";"1050010";"1017780";"LD02  ";"2018JJ00";"   460.8";"    32.5";"    29.2"
"24065";"1050010";"1017780";"LD02  ";"2019JJ00";"   465.5";"    35.0";"    30.7"
"24066";"1050010";"1017780";"LD02  ";"2020JJ00";"   469.6";"    35.2";"    31.8"
"24068";"1050010";"1017780";"LD03  ";"2011JJ00";"   946.8";"    31.4";"    27.4"
"24069";"1050010";"1017780";"LD03  ";"2012JJ00";"   948.6";"    31.7";"    27.7"
"24070";"1050010";"1017780";"LD03  ";"2013JJ00";"   952.8";"    31.7";"    27.8"
"24071";"1050010";"1017780";"LD03  ";"2014JJ00";"   960.0";"    33.7";"    28.6"
"24072";"1050010";"1017780";"LD03  ";"2015JJ00";"   964.2";"    33.1";"    29.1"
"24073";"1050010";"1017780";"LD03  ";"2016JJ00";"   970.1";"    34.3";"    30.1"
"24074";"1050010";"1017780";"LD03  ";"2017JJ00";"   975.1";"    35.7";"    30.8"
"24075";"1050010";"1017780";"LD03  ";"2018JJ00";"   984.6";"    35.4";"    31.0"
"24076";"1050010";"1017780";"LD03  ";"2019JJ00";"   992.1";"    38.4";"    32.6"
"24077";"1050010";"1017780";"LD03  ";"2020JJ00";"  1001.9";"    38.4";"    33.8"
"24079";"1050010";"1017780";"LD04  ";"2011JJ00";"   487.6";"    29.0";"    25.8"
"24080";"1050010";"1017780";"LD04  ";"2012JJ00";"   489.3";"    29.3";"    26.1"
"24081";"1050010";"1017780";"LD04  ";"2013JJ00";"   492.5";"    29.4";"    26.1"
"24082";"1050010";"1017780";"LD04  ";"2014JJ00";"   496.4";"    31.1";"    26.9"
"24083";"1050010";"1017780";"LD04  ";"2015JJ00";"   497.6";"    30.6";"    27.4"
"24084";"1050010";"1017780";"LD04  ";"2016JJ00";"   499.9";"    31.7";"    28.3"
"24085";"1050010";"1017780";"LD04  ";"2017JJ00";"   502.9";"    32.9";"    29.0"
"24086";"1050010";"1017780";"LD04  ";"2018JJ00";"   507.2";"    32.7";"    29.1"
"24087";"1050010";"1017780";"LD04  ";"2019JJ00";"   510.7";"    35.2";"    30.6"
"24088";"1050010";"1017780";"LD04  ";"2020JJ00";"   515.3";"    35.3";"    31.7"
"24090";"1050010";"1017780";"PV20  ";"2011JJ00";"    77.6";"    26.8";"    23.8"
"24091";"1050010";"1017780";"PV20  ";"2012JJ00";"    77.4";"    27.0";"    24.1"
"24092";"1050010";"1017780";"PV20  ";"2013JJ00";"    77.7";"    27.2";"    24.2"
"24093";"1050010";"1017780";"PV20  ";"2014JJ00";"    78.0";"    28.4";"    24.9"
"24094";"1050010";"1017780";"PV20  ";"2015JJ00";"    77.8";"    28.4";"    25.4"
"24095";"1050010";"1017780";"PV20  ";"2016JJ00";"    78.2";"    29.4";"    26.2"
"24096";"1050010";"1017780";"PV20  ";"2017JJ00";"    78.4";"    30.1";"    26.7"
"24097";"1050010";"1017780";"PV20  ";"2018JJ00";"    78.7";"    30.0";"    26.9"
"24098";"1050010";"1017780";"PV20  ";"2019JJ00";"    79.2";"    31.7";"    28.2"
"24099";"1050010";"1017780";"PV20  ";"2020JJ00";"    79.8";"    32.3";"    29.4"
"24101";"1050010";"1017780";"PV21  ";"2011JJ00";"    87.5";"    26.9";"    24.1"
"24102";"1050010";"1017780";"PV21  ";"2012JJ00";"    87.7";"    27.1";"    24.5"
"24103";"1050010";"1017780";"PV21  ";"2013JJ00";"    87.6";"    27.5";"    24.5"
"24104";"1050010";"1017780";"PV21  ";"2014JJ00";"    87.8";"    28.6";"    25.1"
"24105";"1050010";"1017780";"PV21  ";"2015JJ00";"    88.0";"    28.3";"    25.6"
"24106";"1050010";"1017780";"PV21  ";"2016JJ00";"    87.9";"    29.3";"    26.4"
"24107";"1050010";"1017780";"PV21  ";"2017JJ00";"    88.0";"    30.2";"    27.0"
"24108";"1050010";"1017780";"PV21  ";"2018JJ00";"    88.4";"    30.2";"    27.2"
"24109";"1050010";"1017780";"PV21  ";"2019JJ00";"    88.6";"    32.3";"    28.4"
"24110";"1050010";"1017780";"PV21  ";"2020JJ00";"    89.0";"    32.6";"    29.5"
"24112";"1050010";"1017780";"PV22  ";"2011JJ00";"    70.1";"    27.8";"    25.0"
"24113";"1050010";"1017780";"PV22  ";"2012JJ00";"    70.0";"    28.2";"    25.3"
"24114";"1050010";"1017780";"PV22  ";"2013JJ00";"    70.1";"    28.3";"    25.4"
"24115";"1050010";"1017780";"PV22  ";"2014JJ00";"    70.1";"    29.7";"    26.1"
"24116";"1050010";"1017780";"PV22  ";"2015JJ00";"    70.3";"    29.5";"    26.6"
"24117";"1050010";"1017780";"PV22  ";"2016JJ00";"    70.5";"    30.6";"    27.5"
"24118";"1050010";"1017780";"PV22  ";"2017JJ00";"    70.7";"    31.6";"    28.1"
"24119";"1050010";"1017780";"PV22  ";"2018JJ00";"    71.1";"    31.2";"    28.2"
"24120";"1050010";"1017780";"PV22  ";"2019JJ00";"    71.6";"    33.1";"    29.6"
"24121";"1050010";"1017780";"PV22  ";"2020JJ00";"    71.9";"    34.0";"    30.7"
"24123";"1050010";"1017780";"PV23  ";"2011JJ00";"   141.6";"    27.8";"    24.9"
"24124";"1050010";"1017780";"PV23  ";"2012JJ00";"   142.1";"    27.9";"    25.2"
"24125";"1050010";"1017780";"PV23  ";"2013JJ00";"   142.8";"    28.1";"    25.2"
"24126";"1050010";"1017780";"PV23  ";"2014JJ00";"   143.0";"    29.7";"    25.9"
"24127";"1050010";"1017780";"PV23  ";"2015JJ00";"   143.3";"    29.2";"    26.4"
"24128";"1050010";"1017780";"PV23  ";"2016JJ00";"   143.9";"    30.3";"    27.3"
"24129";"1050010";"1017780";"PV23  ";"2017JJ00";"   144.7";"    31.4";"    28.0"
"24130";"1050010";"1017780";"PV23  ";"2018JJ00";"   145.5";"    31.1";"    28.2"
"24131";"1050010";"1017780";"PV23  ";"2019JJ00";"   146.8";"    33.5";"    29.6"
"24132";"1050010";"1017780";"PV23  ";"2020JJ00";"   147.8";"    33.8";"    30.7"
"24134";"1050010";"1017780";"PV24  ";"2011JJ00";"    41.4";"    29.5";"    26.8"
"24135";"1050010";"1017780";"PV24  ";"2012JJ00";"    41.7";"    29.6";"    27.1"
"24136";"1050010";"1017780";"PV24  ";"2013JJ00";"    42.2";"    29.8";"    27.2"
"24137";"1050010";"1017780";"PV24  ";"2014JJ00";"    42.6";"    31.3";"    28.0"
"24138";"1050010";"1017780";"PV24  ";"2015JJ00";"    42.9";"    31.3";"    28.6"
"24139";"1050010";"1017780";"PV24  ";"2016JJ00";"    43.2";"    32.5";"    29.6"
"24140";"1050010";"1017780";"PV24  ";"2017JJ00";"    43.6";"    33.4";"    30.2"
"24141";"1050010";"1017780";"PV24  ";"2018JJ00";"    44.4";"    33.3";"    30.5"
"24142";"1050010";"1017780";"PV24  ";"2019JJ00";"    45.2";"    35.5";"    32.1"
"24143";"1050010";"1017780";"PV24  ";"2020JJ00";"    45.8";"    35.9";"    33.1"
"24145";"1050010";"1017780";"PV25  ";"2011JJ00";"   255.7";"    29.3";"    26.1"
"24146";"1050010";"1017780";"PV25  ";"2012JJ00";"   256.9";"    29.7";"    26.4"
"24147";"1050010";"1017780";"PV25  ";"2013JJ00";"   259.2";"    29.8";"    26.5"
"24148";"1050010";"1017780";"PV25  ";"2014JJ00";"   261.6";"    31.6";"    27.3"
"24149";"1050010";"1017780";"PV25  ";"2015JJ00";"   263.9";"    30.8";"    27.7"
"24150";"1050010";"1017780";"PV25  ";"2016JJ00";"   265.5";"    31.9";"    28.7"
"24151";"1050010";"1017780";"PV25  ";"2017JJ00";"   267.7";"    33.1";"    29.4"
"24152";"1050010";"1017780";"PV25  ";"2018JJ00";"   270.9";"    33.1";"    29.5"
"24153";"1050010";"1017780";"PV25  ";"2019JJ00";"   273.6";"    35.7";"    31.0"
"24154";"1050010";"1017780";"PV25  ";"2020JJ00";"   276.0";"    35.8";"    32.1"
"24156";"1050010";"1017780";"PV26  ";"2011JJ00";"   148.8";"    33.0";"    28.9"
"24157";"1050010";"1017780";"PV26  ";"2012JJ00";"   149.4";"    33.3";"    29.2"
"24158";"1050010";"1017780";"PV26  ";"2013JJ00";"   150.6";"    33.2";"    29.4"
"24159";"1050010";"1017780";"PV26  ";"2014JJ00";"   152.4";"    35.3";"    30.3"
"24160";"1050010";"1017780";"PV26  ";"2015JJ00";"   153.7";"    34.5";"    30.8"
"24161";"1050010";"1017780";"PV26  ";"2016JJ00";"   155.1";"    35.8";"    31.8"
"24162";"1050010";"1017780";"PV26  ";"2017JJ00";"   156.2";"    37.2";"    32.6"
"24163";"1050010";"1017780";"PV26  ";"2018JJ00";"   158.5";"    36.9";"    32.8"
"24164";"1050010";"1017780";"PV26  ";"2019JJ00";"   160.3";"    40.0";"    34.4"
"24165";"1050010";"1017780";"PV26  ";"2020JJ00";"   162.5";"    40.2";"    35.7"
"24167";"1050010";"1017780";"PV27  ";"2011JJ00";"   320.0";"    31.8";"    27.6"
"24168";"1050010";"1017780";"PV27  ";"2012JJ00";"   320.7";"    32.2";"    27.8"
"24169";"1050010";"1017780";"PV27  ";"2013JJ00";"   322.5";"    32.3";"    27.9"
"24170";"1050010";"1017780";"PV27  ";"2014JJ00";"   325.9";"    34.3";"    28.8"
"24171";"1050010";"1017780";"PV27  ";"2015JJ00";"   328.0";"    33.8";"    29.4"
"24172";"1050010";"1017780";"PV27  ";"2016JJ00";"   330.0";"    35.2";"    30.5"
"24173";"1050010";"1017780";"PV27  ";"2017JJ00";"   332.1";"    36.6";"    31.3"
"24174";"1050010";"1017780";"PV27  ";"2018JJ00";"   335.5";"    36.5";"    31.5"
"24175";"1050010";"1017780";"PV27  ";"2019JJ00";"   338.6";"    39.7";"    33.1"
"24176";"1050010";"1017780";"PV27  ";"2020JJ00";"   343.2";"    39.5";"    34.2"
"24178";"1050010";"1017780";"PV28  ";"2011JJ00";"   422.2";"    30.8";"    27.0"
"24179";"1050010";"1017780";"PV28  ";"2012JJ00";"   422.5";"    31.1";"    27.2"
"24180";"1050010";"1017780";"PV28  ";"2013JJ00";"   423.8";"    31.1";"    27.3"
"24181";"1050010";"1017780";"PV28  ";"2014JJ00";"   425.9";"    33.0";"    28.1"
"24182";"1050010";"1017780";"PV28  ";"2015JJ00";"   426.5";"    32.3";"    28.6"
"24183";"1050010";"1017780";"PV28  ";"2016JJ00";"   429.2";"    33.4";"    29.5"
"24184";"1050010";"1017780";"PV28  ";"2017JJ00";"   431.0";"    34.8";"    30.1"
"24185";"1050010";"1017780";"PV28  ";"2018JJ00";"   434.5";"    34.4";"    30.4"
"24186";"1050010";"1017780";"PV28  ";"2019JJ00";"   437.0";"    37.3";"    31.9"
"24187";"1050010";"1017780";"PV28  ";"2020JJ00";"   439.7";"    37.4";"    33.1"
"24189";"1050010";"1017780";"PV29  ";"2011JJ00";"    55.8";"    28.9";"    25.9"
"24190";"1050010";"1017780";"PV29  ";"2012JJ00";"    55.9";"    29.1";"    26.3"
"24191";"1050010";"1017780";"PV29  ";"2013JJ00";"    55.9";"    29.4";"    26.3"
"24192";"1050010";"1017780";"PV29  ";"2014JJ00";"    55.8";"    31.1";"    27.2"
"24193";"1050010";"1017780";"PV29  ";"2015JJ00";"    56.0";"    30.6";"    27.6"
"24194";"1050010";"1017780";"PV29  ";"2016JJ00";"    55.8";"    31.3";"    28.3"
"24195";"1050010";"1017780";"PV29  ";"2017JJ00";"    55.8";"    32.5";"    28.9"
"24196";"1050010";"1017780";"PV29  ";"2018JJ00";"    56.1";"    32.3";"    29.0"
"24197";"1050010";"1017780";"PV29  ";"2019JJ00";"    56.3";"    34.6";"    30.4"
"24198";"1050010";"1017780";"PV29  ";"2020JJ00";"    56.5";"    34.6";"    31.4"
"24200";"1050010";"1017780";"PV30  ";"2011JJ00";"   327.2";"    29.6";"    26.3"
"24201";"1050010";"1017780";"PV30  ";"2012JJ00";"   328.2";"    30.0";"    26.6"
"24202";"1050010";"1017780";"PV30  ";"2013JJ00";"   330.9";"    30.1";"    26.7"
"24203";"1050010";"1017780";"PV30  ";"2014JJ00";"   333.8";"    31.9";"    27.4"
"24204";"1050010";"1017780";"PV30  ";"2015JJ00";"   334.7";"    31.2";"    27.9"
"24205";"1050010";"1017780";"PV30  ";"2016JJ00";"   336.6";"    32.3";"    28.8"
"24206";"1050010";"1017780";"PV30  ";"2017JJ00";"   339.0";"    33.7";"    29.5"
"24207";"1050010";"1017780";"PV30  ";"2018JJ00";"   342.4";"    33.5";"    29.7"
"24208";"1050010";"1017780";"PV30  ";"2019JJ00";"   345.4";"    36.1";"    31.2"
"24209";"1050010";"1017780";"PV30  ";"2020JJ00";"   349.0";"    36.1";"    32.3"
"24211";"1050010";"1017780";"PV31  ";"2011JJ00";"   160.4";"    27.8";"    24.8"
"24212";"1050010";"1017780";"PV31  ";"2012JJ00";"   161.1";"    28.0";"    25.0"
"24213";"1050010";"1017780";"PV31  ";"2013JJ00";"   161.6";"    28.1";"    25.1"
"24214";"1050010";"1017780";"PV31  ";"2014JJ00";"   162.6";"    29.5";"    25.9"
"24215";"1050010";"1017780";"PV31  ";"2015JJ00";"   162.9";"    29.2";"    26.3"
"24216";"1050010";"1017780";"PV31  ";"2016JJ00";"   163.3";"    30.3";"    27.1"
"24217";"1050010";"1017780";"PV31  ";"2017JJ00";"   163.9";"    31.3";"    27.8"
"24218";"1050010";"1017780";"PV31  ";"2018JJ00";"   164.9";"    31.1";"    28.0"
"24219";"1050010";"1017780";"PV31  ";"2019JJ00";"   165.3";"    33.3";"    29.3"
"24220";"1050010";"1017780";"PV31  ";"2020JJ00";"   166.3";"    33.7";"    30.3"
"28842";"1050010";"1016090";"NL01  ";"2011JJ00";"  1997.2";"    28.7";"    26.0"
"28843";"1050010";"1016090";"NL01  ";"2012JJ00";"  1995.1";"    28.9";"    26.2"
"28844";"1050010";"1016090";"NL01  ";"2013JJ00";"  1990.7";"    29.3";"    26.6"
"28845";"1050010";"1016090";"NL01  ";"2014JJ00";"  1983.3";"    31.1";"    27.6"
"28846";"1050010";"1016090";"NL01  ";"2015JJ00";"  1976.6";"    31.0";"    28.2"
"28847";"1050010";"1016090";"NL01  ";"2016JJ00";"  1969.8";"    32.7";"    29.7"
"28848";"1050010";"1016090";"NL01  ";"2017JJ00";"  1968.3";"    34.0";"    30.6"
"28849";"1050010";"1016090";"NL01  ";"2018JJ00";"  1966.2";"    34.7";"    31.2"
"28850";"1050010";"1016090";"NL01  ";"2019JJ00";"  1966.4";"    37.6";"    32.9"
"28851";"1050010";"1016090";"NL01  ";"2020JJ00";"  1969.3";"    38.4";"    34.4"
"28853";"1050010";"1016090";"LD01  ";"2011JJ00";"   202.7";"    25.9";"    23.9"
"28854";"1050010";"1016090";"LD01  ";"2012JJ00";"   201.2";"    26.0";"    24.2"
"28855";"1050010";"1016090";"LD01  ";"2013JJ00";"   199.7";"    26.4";"    24.6"
"28856";"1050010";"1016090";"LD01  ";"2014JJ00";"   197.4";"    27.9";"    25.6"
"28857";"1050010";"1016090";"LD01  ";"2015JJ00";"   195.3";"    28.0";"    26.2"
"28858";"1050010";"1016090";"LD01  ";"2016JJ00";"   193.1";"    29.6";"    27.6"
"28859";"1050010";"1016090";"LD01  ";"2017JJ00";"   191.8";"    30.7";"    28.5"
"28860";"1050010";"1016090";"LD01  ";"2018JJ00";"   189.7";"    31.4";"    29.0"
"28861";"1050010";"1016090";"LD01  ";"2019JJ00";"   188.3";"    33.4";"    30.5"
"28862";"1050010";"1016090";"LD01  ";"2020JJ00";"   187.1";"    34.6";"    32.1"
"28864";"1050010";"1016090";"LD02  ";"2011JJ00";"   447.1";"    27.4";"    25.1"
"28865";"1050010";"1016090";"LD02  ";"2012JJ00";"   446.4";"    27.6";"    25.3"
"28866";"1050010";"1016090";"LD02  ";"2013JJ00";"   445.0";"    27.9";"    25.7"
"28867";"1050010";"1016090";"LD02  ";"2014JJ00";"   442.9";"    29.6";"    26.6"
"28868";"1050010";"1016090";"LD02  ";"2015JJ00";"   440.6";"    29.3";"    27.3"
"28869";"1050010";"1016090";"LD02  ";"2016JJ00";"   438.3";"    31.1";"    28.8"
"28870";"1050010";"1016090";"LD02  ";"2017JJ00";"   437.5";"    32.4";"    29.6"
"28871";"1050010";"1016090";"LD02  ";"2018JJ00";"   436.1";"    32.9";"    30.2"
"28872";"1050010";"1016090";"LD02  ";"2019JJ00";"   435.6";"    35.6";"    31.8"
"28873";"1050010";"1016090";"LD02  ";"2020JJ00";"   435.9";"    36.6";"    33.4"
"28875";"1050010";"1016090";"LD03  ";"2011JJ00";"   909.2";"    30.1";"    26.9"
"28876";"1050010";"1016090";"LD03  ";"2012JJ00";"   911.9";"    30.2";"    27.2"
"28877";"1050010";"1016090";"LD03  ";"2013JJ00";"   913.6";"    30.6";"    27.6"
"28878";"1050010";"1016090";"LD03  ";"2014JJ00";"   914.1";"    32.7";"    28.6"
"28879";"1050010";"1016090";"LD03  ";"2015JJ00";"   914.7";"    32.5";"    29.2"
"28880";"1050010";"1016090";"LD03  ";"2016JJ00";"   915.6";"    34.3";"    30.7"
"28881";"1050010";"1016090";"LD03  ";"2017JJ00";"   918.7";"    35.7";"    31.6"
"28882";"1050010";"1016090";"LD03  ";"2018JJ00";"   922.1";"    36.3";"    32.2"
"28883";"1050010";"1016090";"LD03  ";"2019JJ00";"   926.2";"    39.6";"    33.9"
"28884";"1050010";"1016090";"LD03  ";"2020JJ00";"   931.3";"    40.1";"    35.5"
"28886";"1050010";"1016090";"LD04  ";"2011JJ00";"   438.1";"    28.4";"    26.0"
"28887";"1050010";"1016090";"LD04  ";"2012JJ00";"   435.5";"    28.7";"    26.3"
"28888";"1050010";"1016090";"LD04  ";"2013JJ00";"   432.3";"    29.1";"    26.8"
"28889";"1050010";"1016090";"LD04  ";"2014JJ00";"   428.9";"    30.9";"    27.7"
"28890";"1050010";"1016090";"LD04  ";"2015JJ00";"   426.0";"    30.8";"    28.4"
"28891";"1050010";"1016090";"LD04  ";"2016JJ00";"   422.8";"    32.5";"    29.9"
"28892";"1050010";"1016090";"LD04  ";"2017JJ00";"   420.4";"    33.8";"    30.9"
"28893";"1050010";"1016090";"LD04  ";"2018JJ00";"   418.2";"    34.3";"    31.4"
"28894";"1050010";"1016090";"LD04  ";"2019JJ00";"   416.2";"    37.3";"    33.0"
"28895";"1050010";"1016090";"LD04  ";"2020JJ00";"   415.0";"    38.0";"    34.6"
"28897";"1050010";"1016090";"PV20  ";"2011JJ00";"    62.5";"    25.8";"    23.8"
"28898";"1050010";"1016090";"PV20  ";"2012JJ00";"    62.0";"    26.0";"    24.1"
"28899";"1050010";"1016090";"PV20  ";"2013JJ00";"    61.5";"    26.5";"    24.6"
"28900";"1050010";"1016090";"PV20  ";"2014JJ00";"    60.6";"    27.8";"    25.6"
"28901";"1050010";"1016090";"PV20  ";"2015JJ00";"    59.9";"    28.0";"    26.2"
"28902";"1050010";"1016090";"PV20  ";"2016JJ00";"    59.1";"    29.4";"    27.5"
"28903";"1050010";"1016090";"PV20  ";"2017JJ00";"    58.7";"    30.4";"    28.3"
"28904";"1050010";"1016090";"PV20  ";"2018JJ00";"    58.0";"    31.0";"    28.8"
"28905";"1050010";"1016090";"PV20  ";"2019JJ00";"    57.6";"    32.9";"    30.3"
"28906";"1050010";"1016090";"PV20  ";"2020JJ00";"    57.1";"    34.5";"    32.0"
"28908";"1050010";"1016090";"PV21  ";"2011JJ00";"    79.4";"    25.6";"    23.6"
"28909";"1050010";"1016090";"PV21  ";"2012JJ00";"    78.9";"    25.7";"    23.9"
"28910";"1050010";"1016090";"PV21  ";"2013JJ00";"    78.5";"    26.1";"    24.4"
"28911";"1050010";"1016090";"PV21  ";"2014JJ00";"    77.6";"    27.8";"    25.3"
"28912";"1050010";"1016090";"PV21  ";"2015JJ00";"    76.9";"    27.7";"    25.9"
"28913";"1050010";"1016090";"PV21  ";"2016JJ00";"    76.1";"    29.4";"    27.4"
"28914";"1050010";"1016090";"PV21  ";"2017JJ00";"    75.5";"    30.5";"    28.3"
"28915";"1050010";"1016090";"PV21  ";"2018JJ00";"    74.7";"    31.2";"    28.8"
"28916";"1050010";"1016090";"PV21  ";"2019JJ00";"    74.2";"    33.3";"    30.3"
"28917";"1050010";"1016090";"PV21  ";"2020JJ00";"    73.8";"    34.3";"    31.9"
"28919";"1050010";"1016090";"PV22  ";"2011JJ00";"    60.8";"    26.3";"    24.3"
"28920";"1050010";"1016090";"PV22  ";"2012JJ00";"    60.3";"    26.5";"    24.6"
"28921";"1050010";"1016090";"PV22  ";"2013JJ00";"    59.7";"    26.9";"    25.0"
"28922";"1050010";"1016090";"PV22  ";"2014JJ00";"    59.2";"    28.3";"    26.0"
"28923";"1050010";"1016090";"PV22  ";"2015JJ00";"    58.6";"    28.4";"    26.6"
"28924";"1050010";"1016090";"PV22  ";"2016JJ00";"    57.9";"    29.9";"    28.0"
"28925";"1050010";"1016090";"PV22  ";"2017JJ00";"    57.5";"    31.3";"    29.0"
"28926";"1050010";"1016090";"PV22  ";"2018JJ00";"    57.0";"    32.0";"    29.5"
"28927";"1050010";"1016090";"PV22  ";"2019JJ00";"    56.6";"    33.9";"    31.0"
"28928";"1050010";"1016090";"PV22  ";"2020JJ00";"    56.1";"    35.2";"    32.6"
"28930";"1050010";"1016090";"PV23  ";"2011JJ00";"   144.7";"    26.5";"    24.4"
"28931";"1050010";"1016090";"PV23  ";"2012JJ00";"   144.7";"    26.8";"    24.7"
"28932";"1050010";"1016090";"PV23  ";"2013JJ00";"   144.5";"    27.1";"    25.1"
"28933";"1050010";"1016090";"PV23  ";"2014JJ00";"   144.1";"    28.7";"    26.0"
"28934";"1050010";"1016090";"PV23  ";"2015JJ00";"   143.4";"    28.5";"    26.6"
"28935";"1050010";"1016090";"PV23  ";"2016JJ00";"   142.4";"    30.3";"    28.1"
"28936";"1050010";"1016090";"PV23  ";"2017JJ00";"   141.7";"    31.5";"    29.1"
"28937";"1050010";"1016090";"PV23  ";"2018JJ00";"   140.9";"    32.1";"    29.6"
"28938";"1050010";"1016090";"PV23  ";"2019JJ00";"   140.3";"    34.7";"    31.2"
"28939";"1050010";"1016090";"PV23  ";"2020JJ00";"   140.1";"    36.0";"    32.8"
"28941";"1050010";"1016090";"PV24  ";"2011JJ00";"    52.9";"    27.2";"    25.1"
"28942";"1050010";"1016090";"PV24  ";"2012JJ00";"    52.9";"    26.9";"    25.2"
"28943";"1050010";"1016090";"PV24  ";"2013JJ00";"    52.9";"    27.4";"    25.6"
"28944";"1050010";"1016090";"PV24  ";"2014JJ00";"    52.7";"    28.7";"    26.4"
"28945";"1050010";"1016090";"PV24  ";"2015JJ00";"    52.4";"    28.8";"    26.9"
"28946";"1050010";"1016090";"PV24  ";"2016JJ00";"    52.1";"    30.4";"    28.5"
"28947";"1050010";"1016090";"PV24  ";"2017JJ00";"    52.3";"    31.3";"    29.2"
"28948";"1050010";"1016090";"PV24  ";"2018JJ00";"    52.3";"    31.9";"    29.8"
"28949";"1050010";"1016090";"PV24  ";"2019JJ00";"    52.7";"    34.1";"    31.3"
"28950";"1050010";"1016090";"PV24  ";"2020JJ00";"    53.1";"    35.3";"    32.8"
"28952";"1050010";"1016090";"PV25  ";"2011JJ00";"   249.4";"    28.0";"    25.5"
"28953";"1050010";"1016090";"PV25  ";"2012JJ00";"   248.8";"    28.1";"    25.8"
"28954";"1050010";"1016090";"PV25  ";"2013JJ00";"   247.6";"    28.4";"    26.1"
"28955";"1050010";"1016090";"PV25  ";"2014JJ00";"   246.1";"    30.3";"    27.1"
"28956";"1050010";"1016090";"PV25  ";"2015JJ00";"   244.8";"    29.9";"    27.7"
