"ID";"Populatie";"KenmerkenVanHuishoudens";"RegioS";"Perioden";"ParticuliereHuishoudens_1";"GemiddeldGestandaardiseerdInkomen_3";"MediaanGestandaardiseerdInkomen_4"
"57734";"1050010";"1013400";"LD04  ";"2017JJ00";"   837.6";"    31.1";"    29.4"
"57735";"1050010";"1013400";"LD04  ";"2018JJ00";"   857.3";"    31.3";"    29.7"
"57736";"1050010";"1013400";"LD04  ";"2019JJ00";"   870.6";"    32.6";"    31.1"
"57737";"1050010";"1013400";"LD04  ";"2020JJ00";"   873.4";"    34.1";"    32.5"
"57739";"1050010";"1013400";"PV20  ";"2011JJ00";"   142.7";"    23.9";"    22.9"
"57740";"1050010";"1013400";"PV20  ";"2012JJ00";"   142.7";"    24.0";"    23.1"
"57741";"1050010";"1013400";"PV20  ";"2013JJ00";"   141.0";"    24.7";"    23.7"
"57742";"1050010";"1013400";"PV20  ";"2014JJ00";"   139.9";"    25.4";"    24.5"
"57743";"1050010";"1013400";"PV20  ";"2015JJ00";"   141.1";"    26.0";"    25.0"
"57744";"1050010";"1013400";"PV20  ";"2016JJ00";"   143.5";"    26.7";"    25.9"
"57745";"1050010";"1013400";"PV20  ";"2017JJ00";"   146.3";"    26.9";"    26.2"
"57746";"1050010";"1013400";"PV20  ";"2018JJ00";"   150.2";"    26.9";"    26.3"
"57747";"1050010";"1013400";"PV20  ";"2019JJ00";"   152.4";"    27.9";"    27.4"
"57748";"1050010";"1013400";"PV20  ";"2020JJ00";"   151.8";"    29.4";"    28.9"
"57750";"1050010";"1013400";"PV21  ";"2011JJ00";"   142.1";"    24.7";"    23.4"
"57751";"1050010";"1013400";"PV21  ";"2012JJ00";"   140.3";"    25.0";"    23.7"
"57752";"1050010";"1013400";"PV21  ";"2013JJ00";"   137.7";"    25.7";"    24.3"
"57753";"1050010";"1013400";"PV21  ";"2014JJ00";"   136.7";"    26.4";"    25.1"
"57754";"1050010";"1013400";"PV21  ";"2015JJ00";"   137.2";"    27.0";"    25.6"
"57755";"1050010";"1013400";"PV21  ";"2016JJ00";"   137.9";"    28.1";"    26.8"
"57756";"1050010";"1013400";"PV21  ";"2017JJ00";"   139.4";"    28.5";"    27.3"
"57757";"1050010";"1013400";"PV21  ";"2018JJ00";"   142.0";"    28.8";"    27.6"
"57758";"1050010";"1013400";"PV21  ";"2019JJ00";"   144.3";"    30.0";"    28.9"
"57759";"1050010";"1013400";"PV21  ";"2020JJ00";"   144.7";"    31.4";"    30.3"
"57761";"1050010";"1013400";"PV22  ";"2011JJ00";"   104.2";"    26.3";"    24.6"
"57762";"1050010";"1013400";"PV22  ";"2012JJ00";"   103.5";"    26.5";"    24.8"
"57763";"1050010";"1013400";"PV22  ";"2013JJ00";"   102.4";"    27.2";"    25.4"
"57764";"1050010";"1013400";"PV22  ";"2014JJ00";"   101.9";"    28.0";"    26.3"
"57765";"1050010";"1013400";"PV22  ";"2015JJ00";"   102.0";"    28.7";"    26.9"
"57766";"1050010";"1013400";"PV22  ";"2016JJ00";"   102.0";"    29.8";"    28.1"
"57767";"1050010";"1013400";"PV22  ";"2017JJ00";"   102.9";"    30.3";"    28.7"
"57768";"1050010";"1013400";"PV22  ";"2018JJ00";"   104.9";"    30.5";"    29.0"
"57769";"1050010";"1013400";"PV22  ";"2019JJ00";"   106.4";"    31.8";"    30.3"
"57770";"1050010";"1013400";"PV22  ";"2020JJ00";"   106.9";"    33.3";"    31.8"
"57772";"1050010";"1013400";"PV23  ";"2011JJ00";"   257.9";"    25.6";"    24.3"
"57773";"1050010";"1013400";"PV23  ";"2012JJ00";"   256.4";"    25.8";"    24.5"
"57774";"1050010";"1013400";"PV23  ";"2013JJ00";"   252.7";"    26.4";"    25.1"
"57775";"1050010";"1013400";"PV23  ";"2014JJ00";"   250.2";"    27.3";"    26.0"
"57776";"1050010";"1013400";"PV23  ";"2015JJ00";"   251.8";"    27.9";"    26.5"
"57777";"1050010";"1013400";"PV23  ";"2016JJ00";"   253.8";"    29.0";"    27.7"
"57778";"1050010";"1013400";"PV23  ";"2017JJ00";"   257.1";"    29.4";"    28.2"
"57779";"1050010";"1013400";"PV23  ";"2018JJ00";"   263.1";"    29.7";"    28.6"
"57780";"1050010";"1013400";"PV23  ";"2019JJ00";"   267.9";"    30.9";"    29.9"
"57781";"1050010";"1013400";"PV23  ";"2020JJ00";"   269.7";"    32.4";"    31.3"
"57783";"1050010";"1013400";"PV24  ";"2011JJ00";"    95.0";"    26.7";"    25.2"
"57784";"1050010";"1013400";"PV24  ";"2012JJ00";"    95.4";"    26.8";"    25.3"
"57785";"1050010";"1013400";"PV24  ";"2013JJ00";"    94.3";"    27.6";"    25.9"
"57786";"1050010";"1013400";"PV24  ";"2014JJ00";"    93.6";"    28.4";"    26.7"
"57787";"1050010";"1013400";"PV24  ";"2015JJ00";"    94.7";"    28.9";"    27.2"
"57788";"1050010";"1013400";"PV24  ";"2016JJ00";"    95.7";"    29.9";"    28.3"
"57789";"1050010";"1013400";"PV24  ";"2017JJ00";"    96.8";"    30.4";"    28.9"
"57790";"1050010";"1013400";"PV24  ";"2018JJ00";"    99.2";"    30.8";"    29.4"
"57791";"1050010";"1013400";"PV24  ";"2019JJ00";"   101.6";"    32.2";"    30.7"
"57792";"1050010";"1013400";"PV24  ";"2020JJ00";"   102.8";"    33.7";"    32.1"
"57794";"1050010";"1013400";"PV25  ";"2011JJ00";"   455.9";"    26.6";"    25.0"
"57795";"1050010";"1013400";"PV25  ";"2012JJ00";"   454.6";"    26.7";"    25.2"
"57796";"1050010";"1013400";"PV25  ";"2013JJ00";"   450.0";"    27.4";"    25.8"
"57797";"1050010";"1013400";"PV25  ";"2014JJ00";"   446.9";"    28.2";"    26.6"
"57798";"1050010";"1013400";"PV25  ";"2015JJ00";"   450.8";"    28.8";"    27.2"
"57799";"1050010";"1013400";"PV25  ";"2016JJ00";"   455.0";"    29.8";"    28.3"
"57800";"1050010";"1013400";"PV25  ";"2017JJ00";"   462.2";"    30.3";"    28.8"
"57801";"1050010";"1013400";"PV25  ";"2018JJ00";"   473.3";"    30.5";"    29.2"
"57802";"1050010";"1013400";"PV25  ";"2019JJ00";"   481.3";"    31.8";"    30.5"
"57803";"1050010";"1013400";"PV25  ";"2020JJ00";"   484.8";"    33.3";"    31.9"
"57805";"1050010";"1013400";"PV26  ";"2011JJ00";"   317.6";"    28.6";"    26.5"
"57806";"1050010";"1013400";"PV26  ";"2012JJ00";"   317.6";"    28.8";"    26.7"
"57807";"1050010";"1013400";"PV26  ";"2013JJ00";"   315.5";"    29.6";"    27.5"
"57808";"1050010";"1013400";"PV26  ";"2014JJ00";"   313.8";"    30.4";"    28.3"
"57809";"1050010";"1013400";"PV26  ";"2015JJ00";"   317.4";"    31.1";"    28.8"
"57810";"1050010";"1013400";"PV26  ";"2016JJ00";"   321.2";"    32.1";"    30.0"
"57811";"1050010";"1013400";"PV26  ";"2017JJ00";"   327.4";"    32.6";"    30.5"
"57812";"1050010";"1013400";"PV26  ";"2018JJ00";"   333.9";"    32.9";"    30.9"
"57813";"1050010";"1013400";"PV26  ";"2019JJ00";"   339.3";"    34.3";"    32.3"
"57814";"1050010";"1013400";"PV26  ";"2020JJ00";"   341.8";"    36.1";"    34.0"
"57816";"1050010";"1013400";"PV27  ";"2011JJ00";"   673.3";"    28.4";"    25.9"
"57817";"1050010";"1013400";"PV27  ";"2012JJ00";"   673.1";"    28.5";"    26.1"
"57818";"1050010";"1013400";"PV27  ";"2013JJ00";"   668.3";"    29.3";"    26.7"
"57819";"1050010";"1013400";"PV27  ";"2014JJ00";"   667.7";"    30.3";"    27.6"
"57820";"1050010";"1013400";"PV27  ";"2015JJ00";"   677.1";"    31.1";"    28.1"
"57821";"1050010";"1013400";"PV27  ";"2016JJ00";"   686.6";"    32.2";"    29.3"
"57822";"1050010";"1013400";"PV27  ";"2017JJ00";"   696.8";"    32.8";"    29.8"
"57823";"1050010";"1013400";"PV27  ";"2018JJ00";"   710.6";"    33.3";"    30.3"
"57824";"1050010";"1013400";"PV27  ";"2019JJ00";"   721.5";"    35.0";"    31.7"
"57825";"1050010";"1013400";"PV27  ";"2020JJ00";"   723.7";"    36.8";"    33.3"
"57827";"1050010";"1013400";"PV28  ";"2011JJ00";"   857.8";"    28.0";"    25.8"
"57828";"1050010";"1013400";"PV28  ";"2012JJ00";"   856.2";"    28.1";"    26.0"
"57829";"1050010";"1013400";"PV28  ";"2013JJ00";"   846.4";"    28.8";"    26.6"
"57830";"1050010";"1013400";"PV28  ";"2014JJ00";"   840.4";"    29.7";"    27.5"
"57831";"1050010";"1013400";"PV28  ";"2015JJ00";"   848.3";"    30.3";"    28.0"
"57832";"1050010";"1013400";"PV28  ";"2016JJ00";"   856.5";"    31.1";"    29.0"
"57833";"1050010";"1013400";"PV28  ";"2017JJ00";"   870.1";"    31.6";"    29.5"
"57834";"1050010";"1013400";"PV28  ";"2018JJ00";"   891.7";"    31.8";"    29.9"
"57835";"1050010";"1013400";"PV28  ";"2019JJ00";"   906.0";"    33.2";"    31.2"
"57836";"1050010";"1013400";"PV28  ";"2020JJ00";"   908.1";"    34.8";"    32.7"
"57838";"1050010";"1013400";"PV29  ";"2011JJ00";"    84.3";"    26.9";"    25.4"
"57839";"1050010";"1013400";"PV29  ";"2012JJ00";"    83.8";"    27.1";"    25.6"
"57840";"1050010";"1013400";"PV29  ";"2013JJ00";"    83.2";"    27.8";"    26.2"
"57841";"1050010";"1013400";"PV29  ";"2014JJ00";"    83.0";"    28.6";"    27.1"
"57842";"1050010";"1013400";"PV29  ";"2015JJ00";"    82.9";"    29.3";"    27.6"
"57843";"1050010";"1013400";"PV29  ";"2016JJ00";"    82.9";"    30.2";"    28.7"
"57844";"1050010";"1013400";"PV29  ";"2017JJ00";"    83.6";"    30.8";"    29.3"
"57845";"1050010";"1013400";"PV29  ";"2018JJ00";"    84.9";"    31.0";"    29.6"
"57846";"1050010";"1013400";"PV29  ";"2019JJ00";"    86.1";"    32.3";"    30.9"
"57847";"1050010";"1013400";"PV29  ";"2020JJ00";"    85.7";"    33.8";"    32.4"
"57849";"1050010";"1013400";"PV30  ";"2011JJ00";"   570.4";"    27.4";"    25.8"
"57850";"1050010";"1013400";"PV30  ";"2012JJ00";"   570.1";"    27.6";"    26.0"
"57851";"1050010";"1013400";"PV30  ";"2013JJ00";"   565.5";"    28.4";"    26.6"
"57852";"1050010";"1013400";"PV30  ";"2014JJ00";"   565.2";"    29.1";"    27.4"
"57853";"1050010";"1013400";"PV30  ";"2015JJ00";"   570.1";"    29.8";"    28.0"
"57854";"1050010";"1013400";"PV30  ";"2016JJ00";"   576.0";"    30.8";"    29.1"
"57855";"1050010";"1013400";"PV30  ";"2017JJ00";"   584.7";"    31.5";"    29.7"
"57856";"1050010";"1013400";"PV30  ";"2018JJ00";"   600.1";"    31.6";"    30.0"
"57857";"1050010";"1013400";"PV30  ";"2019JJ00";"   611.0";"    33.0";"    31.4"
"57858";"1050010";"1013400";"PV30  ";"2020JJ00";"   614.6";"    34.5";"    32.9"
"57860";"1050010";"1013400";"PV31  ";"2011JJ00";"   252.9";"    26.5";"    25.0"
"57861";"1050010";"1013400";"PV31  ";"2012JJ00";"   251.9";"    26.9";"    25.2"
"57862";"1050010";"1013400";"PV31  ";"2013JJ00";"   249.1";"    27.4";"    25.8"
"57863";"1050010";"1013400";"PV31  ";"2014JJ00";"   246.9";"    28.2";"    26.7"
"57864";"1050010";"1013400";"PV31  ";"2015JJ00";"   247.7";"    28.9";"    27.2"
"57865";"1050010";"1013400";"PV31  ";"2016JJ00";"   249.0";"    29.8";"    28.4"
"57866";"1050010";"1013400";"PV31  ";"2017JJ00";"   252.9";"    30.3";"    28.9"
"57867";"1050010";"1013400";"PV31  ";"2018JJ00";"   257.2";"    30.5";"    29.1"
"57868";"1050010";"1013400";"PV31  ";"2019JJ00";"   259.6";"    31.8";"    30.4"
"57869";"1050010";"1013400";"PV31  ";"2020JJ00";"   258.7";"    33.1";"    31.8"
"62491";"1050010";"1013601";"NL01  ";"2011JJ00";"   613.6";"    35.9";"    30.0"
"62492";"1050010";"1013601";"NL01  ";"2012JJ00";"   617.0";"    35.6";"    29.7"
"62493";"1050010";"1013601";"NL01  ";"2013JJ00";"   619.7";"    34.4";"    29.1"
"62494";"1050010";"1013601";"NL01  ";"2014JJ00";"   636.5";"    39.9";"    30.6"
"62495";"1050010";"1013601";"NL01  ";"2015JJ00";"   657.3";"    35.9";"    30.9"
"62496";"1050010";"1013601";"NL01  ";"2016JJ00";"   677.2";"    38.7";"    32.9"
"62497";"1050010";"1013601";"NL01  ";"2017JJ00";"   686.8";"    40.3";"    34.2"
"62498";"1050010";"1013601";"NL01  ";"2018JJ00";"   713.8";"    42.1";"    34.9"
"62499";"1050010";"1013601";"NL01  ";"2019JJ00";"   735.1";"    48.9";"    36.5"
"62500";"1050010";"1013601";"NL01  ";"2020JJ00";"   716.6";"    47.1";"    38.3"
"62502";"1050010";"1013601";"LD01  ";"2011JJ00";"    59.5";"    33.7";"    28.6"
"62503";"1050010";"1013601";"LD01  ";"2012JJ00";"    59.3";"    32.7";"    28.2"
"62504";"1050010";"1013601";"LD01  ";"2013JJ00";"    59.4";"    32.4";"    28.0"
"62505";"1050010";"1013601";"LD01  ";"2014JJ00";"    60.9";"    36.4";"    29.7"
"62506";"1050010";"1013601";"LD01  ";"2015JJ00";"    62.3";"    33.6";"    29.8"
"62507";"1050010";"1013601";"LD01  ";"2016JJ00";"    63.7";"    35.9";"    31.7"
"62508";"1050010";"1013601";"LD01  ";"2017JJ00";"    64.6";"    38.0";"    33.1"
"62509";"1050010";"1013601";"LD01  ";"2018JJ00";"    66.2";"    39.7";"    34.2"
"62510";"1050010";"1013601";"LD01  ";"2019JJ00";"    66.7";"    43.6";"    35.4"
"62511";"1050010";"1013601";"LD01  ";"2020JJ00";"    65.4";"    43.5";"    37.3"
"62513";"1050010";"1013601";"LD02  ";"2011JJ00";"   122.0";"    35.7";"    30.3"
"62514";"1050010";"1013601";"LD02  ";"2012JJ00";"   122.2";"    35.3";"    29.9"
"62515";"1050010";"1013601";"LD02  ";"2013JJ00";"   122.6";"    34.3";"    29.5"
"62516";"1050010";"1013601";"LD02  ";"2014JJ00";"   125.6";"    40.0";"    31.0"
"62517";"1050010";"1013601";"LD02  ";"2015JJ00";"   129.3";"    35.2";"    31.2"
"62518";"1050010";"1013601";"LD02  ";"2016JJ00";"   133.3";"    38.5";"    33.3"
"62519";"1050010";"1013601";"LD02  ";"2017JJ00";"   135.8";"    40.4";"    34.8"
"62520";"1050010";"1013601";"LD02  ";"2018JJ00";"   140.0";"    42.1";"    35.5"
"62521";"1050010";"1013601";"LD02  ";"2019JJ00";"   144.1";"    48.7";"    37.2"
"62522";"1050010";"1013601";"LD02  ";"2020JJ00";"   140.8";"    47.5";"    39.0"
"62524";"1050010";"1013601";"LD03  ";"2011JJ00";"   308.1";"    36.2";"    29.9"
"62525";"1050010";"1013601";"LD03  ";"2012JJ00";"   311.3";"    36.1";"    29.5"
"62526";"1050010";"1013601";"LD03  ";"2013JJ00";"   313.4";"    34.7";"    28.8"
"62527";"1050010";"1013601";"LD03  ";"2014JJ00";"   323.6";"    40.3";"    30.3"
"62528";"1050010";"1013601";"LD03  ";"2015JJ00";"   335.9";"    36.4";"    30.7"
"62529";"1050010";"1013601";"LD03  ";"2016JJ00";"   347.0";"    39.1";"    32.6"
"62530";"1050010";"1013601";"LD03  ";"2017JJ00";"   352.4";"    40.5";"    33.7"
"62531";"1050010";"1013601";"LD03  ";"2018JJ00";"   369.3";"    42.3";"    34.5"
"62532";"1050010";"1013601";"LD03  ";"2019JJ00";"   382.3";"    49.4";"    36.0"
"62533";"1050010";"1013601";"LD03  ";"2020JJ00";"   371.5";"    47.2";"    37.8"
"62535";"1050010";"1013601";"LD04  ";"2011JJ00";"   123.9";"    36.1";"    30.8"
"62536";"1050010";"1013601";"LD04  ";"2012JJ00";"   124.1";"    36.2";"    30.5"
"62537";"1050010";"1013601";"LD04  ";"2013JJ00";"   124.3";"    34.8";"    29.9"
"62538";"1050010";"1013601";"LD04  ";"2014JJ00";"   126.5";"    40.3";"    31.3"
"62539";"1050010";"1013601";"LD04  ";"2015JJ00";"   129.7";"    36.2";"    31.7"
"62540";"1050010";"1013601";"LD04  ";"2016JJ00";"   133.2";"    39.3";"    33.8"
"62541";"1050010";"1013601";"LD04  ";"2017JJ00";"   134.0";"    41.0";"    35.3"
"62542";"1050010";"1013601";"LD04  ";"2018JJ00";"   138.3";"    42.7";"    35.9"
"62543";"1050010";"1013601";"LD04  ";"2019JJ00";"   142.0";"    50.1";"    37.7"
"62544";"1050010";"1013601";"LD04  ";"2020JJ00";"   138.9";"    47.8";"    39.2"
"62546";"1050010";"1013601";"PV20  ";"2011JJ00";"    18.2";"    33.2";"    28.0"
"62547";"1050010";"1013601";"PV20  ";"2012JJ00";"    18.2";"    31.7";"    27.2"
"62548";"1050010";"1013601";"PV20  ";"2013JJ00";"    18.4";"    31.9";"    27.4"
"62549";"1050010";"1013601";"PV20  ";"2014JJ00";"    18.9";"    35.1";"    28.9"
"62550";"1050010";"1013601";"PV20  ";"2015JJ00";"    19.4";"    33.1";"    29.1"
"62551";"1050010";"1013601";"PV20  ";"2016JJ00";"    19.9";"    34.9";"    30.7"
"62552";"1050010";"1013601";"PV20  ";"2017JJ00";"    20.0";"    36.5";"    31.6"
"62553";"1050010";"1013601";"PV20  ";"2018JJ00";"    20.4";"    38.2";"    32.5"
"62554";"1050010";"1013601";"PV20  ";"2019JJ00";"    20.7";"    41.3";"    33.7"
"62555";"1050010";"1013601";"PV20  ";"2020JJ00";"    20.3";"    41.8";"    35.7"
"62557";"1050010";"1013601";"PV21  ";"2011JJ00";"    25.1";"    33.4";"    28.4"
"62558";"1050010";"1013601";"PV21  ";"2012JJ00";"    24.9";"    32.5";"    28.1"
"62559";"1050010";"1013601";"PV21  ";"2013JJ00";"    24.8";"    32.1";"    27.8"
"62560";"1050010";"1013601";"PV21  ";"2014JJ00";"    25.6";"    36.6";"    29.7"
"62561";"1050010";"1013601";"PV21  ";"2015JJ00";"    26.1";"    33.6";"    29.7"
"62562";"1050010";"1013601";"PV21  ";"2016JJ00";"    26.7";"    36.2";"    31.9"
"62563";"1050010";"1013601";"PV21  ";"2017JJ00";"    27.2";"    37.9";"    33.3"
"62564";"1050010";"1013601";"PV21  ";"2018JJ00";"    27.9";"    39.9";"    34.4"
"62565";"1050010";"1013601";"PV21  ";"2019JJ00";"    28.1";"    44.4";"    35.7"
"62566";"1050010";"1013601";"PV21  ";"2020JJ00";"    27.5";"    43.3";"    37.4"
"62568";"1050010";"1013601";"PV22  ";"2011JJ00";"    16.2";"    34.5";"    29.4"
"62569";"1050010";"1013601";"PV22  ";"2012JJ00";"    16.2";"    34.1";"    29.2"
"62570";"1050010";"1013601";"PV22  ";"2013JJ00";"    16.1";"    33.5";"    29.0"
"62571";"1050010";"1013601";"PV22  ";"2014JJ00";"    16.4";"    37.4";"    30.6"
"62572";"1050010";"1013601";"PV22  ";"2015JJ00";"    16.8";"    34.4";"    30.6"
"62573";"1050010";"1013601";"PV22  ";"2016JJ00";"    17.2";"    36.4";"    32.5"
"62574";"1050010";"1013601";"PV22  ";"2017JJ00";"    17.4";"    39.8";"    34.3"
"62575";"1050010";"1013601";"PV22  ";"2018JJ00";"    17.9";"    41.3";"    35.4"
"62576";"1050010";"1013601";"PV22  ";"2019JJ00";"    17.9";"    45.2";"    36.7"
"62577";"1050010";"1013601";"PV22  ";"2020JJ00";"    17.6";"    45.8";"    38.7"
"62579";"1050010";"1013601";"PV23  ";"2011JJ00";"    36.1";"    35.1";"    29.9"
"62580";"1050010";"1013601";"PV23  ";"2012JJ00";"    36.1";"    35.0";"    29.6"
"62581";"1050010";"1013601";"PV23  ";"2013JJ00";"    36.4";"    34.1";"    29.2"
"62582";"1050010";"1013601";"PV23  ";"2014JJ00";"    36.8";"    39.8";"    30.8"
"62583";"1050010";"1013601";"PV23  ";"2015JJ00";"    37.8";"    35.0";"    30.8"
"62584";"1050010";"1013601";"PV23  ";"2016JJ00";"    39.0";"    38.4";"    33.0"
"62585";"1050010";"1013601";"PV23  ";"2017JJ00";"    39.9";"    40.4";"    34.8"
"62586";"1050010";"1013601";"PV23  ";"2018JJ00";"    40.9";"    41.8";"    35.3"
"62587";"1050010";"1013601";"PV23  ";"2019JJ00";"    41.6";"    48.5";"    37.2"
"62588";"1050010";"1013601";"PV23  ";"2020JJ00";"    40.6";"    48.1";"    39.0"
"62590";"1050010";"1013601";"PV24  ";"2011JJ00";"    13.4";"    34.0";"    29.1"
"62591";"1050010";"1013601";"PV24  ";"2012JJ00";"    13.3";"    32.4";"    28.2"
"62592";"1050010";"1013601";"PV24  ";"2013JJ00";"    13.3";"    32.1";"    28.1"
"62593";"1050010";"1013601";"PV24  ";"2014JJ00";"    13.9";"    35.8";"    29.6"
"62594";"1050010";"1013601";"PV24  ";"2015JJ00";"    14.5";"    33.5";"    30.0"
"62595";"1050010";"1013601";"PV24  ";"2016JJ00";"    15.1";"    36.1";"    32.3"
"62596";"1050010";"1013601";"PV24  ";"2017JJ00";"    15.2";"    36.9";"    32.9"
"62597";"1050010";"1013601";"PV24  ";"2018JJ00";"    15.7";"    38.8";"    34.1"
"62598";"1050010";"1013601";"PV24  ";"2019JJ00";"    16.4";"    42.9";"    35.8"
"62599";"1050010";"1013601";"PV24  ";"2020JJ00";"    16.0";"    43.0";"    37.4"
"62601";"1050010";"1013601";"PV25  ";"2011JJ00";"    72.5";"    36.4";"    30.7"
"62602";"1050010";"1013601";"PV25  ";"2012JJ00";"    72.8";"    35.9";"    30.3"
"62603";"1050010";"1013601";"PV25  ";"2013JJ00";"    72.9";"    34.8";"    29.8"
"62604";"1050010";"1013601";"PV25  ";"2014JJ00";"    74.9";"    41.0";"    31.3"
"62605";"1050010";"1013601";"PV25  ";"2015JJ00";"    77.0";"    35.6";"    31.6"
"62606";"1050010";"1013601";"PV25  ";"2016JJ00";"    79.2";"    39.0";"    33.6"
"62607";"1050010";"1013601";"PV25  ";"2017JJ00";"    80.7";"    41.0";"    35.1"
"62608";"1050010";"1013601";"PV25  ";"2018JJ00";"    83.4";"    42.8";"    35.8"
"62609";"1050010";"1013601";"PV25  ";"2019JJ00";"    86.0";"    49.8";"    37.6"
"62610";"1050010";"1013601";"PV25  ";"2020JJ00";"    84.1";"    48.1";"    39.3"
"62612";"1050010";"1013601";"PV26  ";"2011JJ00";"    49.3";"    38.1";"    31.7"
"62613";"1050010";"1013601";"PV26  ";"2012JJ00";"    49.8";"    38.2";"    31.3"
"62614";"1050010";"1013601";"PV26  ";"2013JJ00";"    50.0";"    36.4";"    30.6"
"62615";"1050010";"1013601";"PV26  ";"2014JJ00";"    52.0";"    42.6";"    32.3"
"62616";"1050010";"1013601";"PV26  ";"2015JJ00";"    53.9";"    37.6";"    32.4"
"62617";"1050010";"1013601";"PV26  ";"2016JJ00";"    55.9";"    41.0";"    34.4"
"62618";"1050010";"1013601";"PV26  ";"2017JJ00";"    56.6";"    42.5";"    35.8"
"62619";"1050010";"1013601";"PV26  ";"2018JJ00";"    59.3";"    44.0";"    36.7"
"62620";"1050010";"1013601";"PV26  ";"2019JJ00";"    61.1";"    51.7";"    38.6"
"62621";"1050010";"1013601";"PV26  ";"2020JJ00";"    59.7";"    48.9";"    40.3"
"62623";"1050010";"1013601";"PV27  ";"2011JJ00";"   119.8";"    35.7";"    29.1"
"62624";"1050010";"1013601";"PV27  ";"2012JJ00";"   121.3";"    35.6";"    28.7"
"62625";"1050010";"1013601";"PV27  ";"2013JJ00";"   122.3";"    34.2";"    28.1"
"62626";"1050010";"1013601";"PV27  ";"2014JJ00";"   127.1";"    39.6";"    29.6"
"62627";"1050010";"1013601";"PV27  ";"2015JJ00";"   132.3";"    36.4";"    30.1"
"62628";"1050010";"1013601";"PV27  ";"2016JJ00";"   136.7";"    38.9";"    31.9"
"62629";"1050010";"1013601";"PV27  ";"2017JJ00";"   138.6";"    40.1";"    33.0"
"62630";"1050010";"1013601";"PV27  ";"2018JJ00";"   144.4";"    42.4";"    33.9"
"62631";"1050010";"1013601";"PV27  ";"2019JJ00";"   148.5";"    49.8";"    35.5"
"62632";"1050010";"1013601";"PV27  ";"2020JJ00";"   139.9";"    48.4";"    37.5"
"62634";"1050010";"1013601";"PV28  ";"2011JJ00";"   124.7";"    35.9";"    29.8"
"62635";"1050010";"1013601";"PV28  ";"2012JJ00";"   125.8";"    35.8";"    29.4"
"62636";"1050010";"1013601";"PV28  ";"2013JJ00";"   126.6";"    34.4";"    28.6"
"62637";"1050010";"1013601";"PV28  ";"2014JJ00";"   130.0";"    40.1";"    30.1"
"62638";"1050010";"1013601";"PV28  ";"2015JJ00";"   134.9";"    35.9";"    30.4"
"62639";"1050010";"1013601";"PV28  ";"2016JJ00";"   139.3";"    38.5";"    32.2"
"62640";"1050010";"1013601";"PV28  ";"2017JJ00";"   142.1";"    40.0";"    33.2"
"62641";"1050010";"1013601";"PV28  ";"2018JJ00";"   150.4";"    41.6";"    33.9"
"62642";"1050010";"1013601";"PV28  ";"2019JJ00";"   157.0";"    48.3";"    35.4"
"62643";"1050010";"1013601";"PV28  ";"2020JJ00";"   156.3";"    45.6";"    36.9"
"62645";"1050010";"1013601";"PV29  ";"2011JJ00";"    14.3";"    36.4";"    31.2"
"62646";"1050010";"1013601";"PV29  ";"2012JJ00";"    14.3";"    35.9";"    31.2"
"62647";"1050010";"1013601";"PV29  ";"2013JJ00";"    14.4";"    35.6";"    31.1"
"62648";"1050010";"1013601";"PV29  ";"2014JJ00";"    14.5";"    40.3";"    32.1"
"62649";"1050010";"1013601";"PV29  ";"2015JJ00";"    14.8";"    37.4";"    32.9"
"62650";"1050010";"1013601";"PV29  ";"2016JJ00";"    15.0";"    39.9";"    34.7"
"62651";"1050010";"1013601";"PV29  ";"2017JJ00";"    15.1";"    40.8";"    35.7"
"62652";"1050010";"1013601";"PV29  ";"2018JJ00";"    15.4";"    42.5";"    36.4"
"62653";"1050010";"1013601";"PV29  ";"2019JJ00";"    15.7";"    47.7";"    38.3"
"62654";"1050010";"1013601";"PV29  ";"2020JJ00";"    15.6";"    46.4";"    39.8"
"62656";"1050010";"1013601";"PV30  ";"2011JJ00";"    90.8";"    36.5";"    31.0"
"62657";"1050010";"1013601";"PV30  ";"2012JJ00";"    91.2";"    36.5";"    30.8"
"62658";"1050010";"1013601";"PV30  ";"2013JJ00";"    91.4";"    35.1";"    30.1"
"62659";"1050010";"1013601";"PV30  ";"2014JJ00";"    93.1";"    40.7";"    31.6"
"62660";"1050010";"1013601";"PV30  ";"2015JJ00";"    95.8";"    36.6";"    32.0"
"62661";"1050010";"1013601";"PV30  ";"2016JJ00";"    98.6";"    39.7";"    34.1"
"62662";"1050010";"1013601";"PV30  ";"2017JJ00";"    99.3";"    41.5";"    35.5"
"62663";"1050010";"1013601";"PV30  ";"2018JJ00";"   102.6";"    43.3";"    36.3"
"62664";"1050010";"1013601";"PV30  ";"2019JJ00";"   105.8";"    50.7";"    38.0"
"62665";"1050010";"1013601";"PV30  ";"2020JJ00";"   104.0";"    48.4";"    39.5"
"62667";"1050010";"1013601";"PV31  ";"2011JJ00";"    33.1";"    35.3";"    30.2"
"62668";"1050010";"1013601";"PV31  ";"2012JJ00";"    33.0";"    35.4";"    29.8"
"62669";"1050010";"1013601";"PV31  ";"2013JJ00";"    32.9";"    34.0";"    29.3"
"62670";"1050010";"1013601";"PV31  ";"2014JJ00";"    33.3";"    38.9";"    30.6"
"62671";"1050010";"1013601";"PV31  ";"2015JJ00";"    33.9";"    35.0";"    31.0"
